,开奖日期,期号,中奖号码
2145,2014-06-18,2014161,9 4  6
2146,2014-06-17,2014160,0 4  5
2147,2014-06-16,2014159,3 1  2
2148,2014-06-15,2014158,4 1  1
2149,2014-06-14,2014157,5 7  5
2150,2014-06-13,2014156,4 1  9
2151,2014-06-12,2014155,6 7  7
2152,2014-06-11,2014154,1 1  5
2153,2014-06-10,2014153,3 9  2
2154,2014-06-09,2014152,8 2  1
2155,2014-06-08,2014151,3 9  1
2156,2014-06-07,2014150,1 0  7
2157,2014-06-06,2014149,2 6  2
2158,2014-06-05,2014148,1 8  0
2159,2014-06-04,2014147,5 7  8
2160,2014-06-03,2014146,3 6  7
2161,2014-06-02,2014145,6 1  2
2162,2014-06-01,2014144,0 7  7
2163,2014-05-31,2014143,2 4  4
2164,2014-05-30,2014142,5 9  4
2165,2014-05-29,2014141,9 2  1
2166,2014-05-28,2014140,9 0  1
2167,2014-05-27,2014139,7 6  4
2168,2014-05-26,2014138,5 8  7
2169,2014-05-25,2014137,1 6  9
2170,2014-05-24,2014136,8 4  0
2171,2014-05-23,2014135,4 0  9
2172,2014-05-22,2014134,0 8  5
2173,2014-05-21,2014133,6 5  0
2174,2014-05-20,2014132,1 3  9
2175,2014-05-19,2014131,8 7  0
2176,2014-05-18,2014130,2 1  1
2177,2014-05-17,2014129,1 4  5
2178,2014-05-16,2014128,7 8  0
2179,2014-05-15,2014127,3 4  1
2180,2014-05-14,2014126,5 8  8
2181,2014-05-13,2014125,8 5  2
2182,2014-05-12,2014124,7 0  1
2183,2014-05-11,2014123,3 1  5
2184,2014-05-10,2014122,4 9  9
2185,2014-05-09,2014121,7 4  3
2186,2014-05-08,2014120,7 5  8
2187,2014-05-07,2014119,3 8  3
2188,2014-05-06,2014118,1 8  2
2189,2014-05-05,2014117,8 2  9
2190,2014-05-04,2014116,9 1  0
2191,2014-05-03,2014115,6 4  5
2192,2014-05-02,2014114,2 4  3
2193,2014-05-01,2014113,1 2  4
2194,2014-04-30,2014112,4 2  9
2195,2014-04-29,2014111,4 8  7
2196,2014-04-28,2014110,7 6  8
2197,2014-04-27,2014109,9 6  5
2198,2014-04-26,2014108,9 6  0
2199,2014-04-25,2014107,6 6  9
2200,2014-04-24,2014106,9 7  0
2201,2014-04-23,2014105,6 1  3
2202,2014-04-22,2014104,9 5  7
2203,2014-04-21,2014103,2 5  0
2204,2014-04-20,2014102,3 5  2
2205,2014-04-19,2014101,8 9  2
2206,2014-04-18,2014100,1 7  0
2207,2014-04-17,2014099,2 8  6
2208,2014-04-16,2014098,5 4  8
2209,2014-04-15,2014097,3 8  9
2210,2014-04-14,2014096,7 3  8
2211,2014-04-13,2014095,5 5  3
2212,2014-04-12,2014094,2 8  5
2213,2014-04-11,2014093,9 9  8
2214,2014-04-10,2014092,3 0  3
2215,2014-04-09,2014091,4 9  5
2216,2014-04-08,2014090,4 8  2
2217,2014-04-07,2014089,5 0  6
2218,2014-04-06,2014088,4 0  4
2219,2014-04-05,2014087,0 3  0
2220,2014-04-04,2014086,0 5  6
2221,2014-04-03,2014085,6 2  3
2222,2014-04-02,2014084,5 5  8
2223,2014-04-01,2014083,5 2  1
2224,2014-03-31,2014082,9 3  4
2225,2014-03-30,2014081,5 4  4
2226,2014-03-29,2014080,6 7  0
2227,2014-03-28,2014079,2 0  6
2228,2014-03-27,2014078,6 3  0
2229,2014-03-26,2014077,7 1  2
2230,2014-03-25,2014076,5 5  9
2231,2014-03-24,2014075,1 4  6
2232,2014-03-23,2014074,9 2  1
2233,2014-03-22,2014073,0 3  6
2234,2014-03-21,2014072,6 6  2
2235,2014-03-20,2014071,5 3  7
2236,2014-03-19,2014070,9 1  1
2237,2014-03-18,2014069,6 5  2
2238,2014-03-17,2014068,9 6  8
2239,2014-03-16,2014067,0 7  2
2240,2014-03-15,2014066,6 9  3
2241,2014-03-14,2014065,2 0  8
2242,2014-03-13,2014064,3 6  1
2243,2014-03-12,2014063,7 4  2
2244,2014-03-11,2014062,3 0  0
2245,2014-03-10,2014061,8 1  9
2246,2014-03-09,2014060,9 7  7
2247,2014-03-08,2014059,8 7  1
2248,2014-03-07,2014058,2 1  0
2249,2014-03-06,2014057,5 0  2
2250,2014-03-05,2014056,3 8  6
2251,2014-03-04,2014055,7 6  1
2252,2014-03-03,2014054,2 5  7
2253,2014-03-02,2014053,7 0  0
2254,2014-03-01,2014052,7 9  3
2255,2014-02-28,2014051,3 1  0
2256,2014-02-27,2014050,7 5  7
2257,2014-02-26,2014049,3 9  2
2258,2014-02-25,2014048,2 1  4
2259,2014-02-24,2014047,9 0  3
2260,2014-02-23,2014046,2 4  8
2261,2014-02-22,2014045,2 3  6
2262,2014-02-21,2014044,5 8  5
2263,2014-02-20,2014043,8 5  4
2264,2014-02-19,2014042,1 5  6
2265,2014-02-18,2014041,7 0  2
2266,2014-02-17,2014040,0 6  8
2267,2014-02-16,2014039,4 7  8
2268,2014-02-15,2014038,0 0  4
2269,2014-02-14,2014037,8 0  9
2270,2014-02-13,2014036,6 3  0
2271,2014-02-12,2014035,7 2  3
2272,2014-02-11,2014034,3 3  5
2273,2014-02-10,2014033,4 4  4
2274,2014-02-09,2014032,2 5  6
2275,2014-02-08,2014031,2 0  4
2276,2014-02-07,2014030,4 8  8
2277,2014-01-29,2014029,6 1  8
2278,2014-01-28,2014028,8 0  5
2279,2014-01-27,2014027,7 7  4
2280,2014-01-26,2014026,3 0  0
2281,2014-01-25,2014025,6 8  3
2282,2014-01-24,2014024,3 4  4
2283,2014-01-23,2014023,3 0  3
2284,2014-01-22,2014022,9 6  9
2285,2014-01-21,2014021,8 7  5
2286,2014-01-20,2014020,0 8  7
2287,2014-01-19,2014019,6 1  0
2288,2014-01-18,2014018,4 7  4
2289,2014-01-17,2014017,0 5  7
2290,2014-01-16,2014016,2 2  4
2291,2014-01-15,2014015,7 4  2
2292,2014-01-14,2014014,9 4  5
2293,2014-01-13,2014013,6 1  3
2294,2014-01-12,2014012,3 6  8
2295,2014-01-11,2014011,3 1  9
2296,2014-01-10,2014010,6 4  5
2297,2014-01-09,2014009,4 3  2
2298,2014-01-08,2014008,5 9  0
2299,2014-01-07,2014007,2 8  3
2300,2014-01-06,2014006,9 9  2
2301,2014-01-05,2014005,7 5  5
2302,2014-01-04,2014004,9 5  5
2303,2014-01-03,2014003,6 4  3
2304,2014-01-02,2014002,6 3  4
2305,2014-01-01,2014001,6 8  7
2306,2013-12-31,2013358,9 6  8
2307,2013-12-30,2013357,3 2  0
2308,2013-12-29,2013356,1 6  4
2309,2013-12-28,2013355,2 9  3
2310,2013-12-27,2013354,0 2  4
2311,2013-12-26,2013353,1 8  5
2312,2013-12-25,2013352,1 7  6
2313,2013-12-24,2013351,7 2  6
2314,2013-12-23,2013350,3 2  2
2315,2013-12-22,2013349,5 2  4
2316,2013-12-21,2013348,5 7  4
2317,2013-12-20,2013347,5 5  4
2318,2013-12-19,2013346,0 1  9
2319,2013-12-18,2013345,0 7  2
2320,2013-12-17,2013344,1 4  9
2321,2013-12-16,2013343,7 7  6
2322,2013-12-15,2013342,8 9  9
2323,2013-12-14,2013341,9 8  0
2324,2013-12-13,2013340,8 0  5
2325,2013-12-12,2013339,8 6  7
2326,2013-12-11,2013338,5 1  7
2327,2013-12-10,2013337,0 3  0
2328,2013-12-09,2013336,4 2  3
2329,2013-12-08,2013335,0 0  8
2330,2013-12-07,2013334,6 8  0
2331,2013-12-06,2013333,7 8  9
2332,2013-12-05,2013332,4 2  3
2333,2013-12-04,2013331,2 2  4
2334,2013-12-03,2013330,0 0  4
2335,2013-12-02,2013329,5 2  9
2336,2013-12-01,2013328,9 5  7
2337,2013-11-30,2013327,4 0  5
2338,2013-11-29,2013326,2 3  3
2339,2013-11-28,2013325,8 6  3
2340,2013-11-27,2013324,1 6  7
2341,2013-11-26,2013323,1 1  4
2342,2013-11-25,2013322,6 4  8
2343,2013-11-24,2013321,9 8  7
2344,2013-11-23,2013320,5 7  3
2345,2013-11-22,2013319,4 6  0
2346,2013-11-21,2013318,2 4  4
2347,2013-11-20,2013317,1 9  7
2348,2013-11-19,2013316,0 8  8
2349,2013-11-18,2013315,8 9  9
2350,2013-11-17,2013314,7 1  1
2351,2013-11-16,2013313,8 9  8
2352,2013-11-15,2013312,7 8  4
2353,2013-11-14,2013311,3 5  8
2354,2013-11-13,2013310,2 7  1
2355,2013-11-12,2013309,9 8  2
2356,2013-11-11,2013308,3 7  8
2357,2013-11-10,2013307,6 9  4
2358,2013-11-09,2013306,2 9  1
2359,2013-11-08,2013305,8 6  0
2360,2013-11-07,2013304,2 1  2
2361,2013-11-06,2013303,2 8  9
2362,2013-11-05,2013302,8 8  2
2363,2013-11-04,2013301,7 7  6
2364,2013-11-03,2013300,3 8  3
2365,2013-11-02,2013299,2 0  7
2366,2013-11-01,2013298,7 3  2
2367,2013-10-31,2013297,8 0  3
2368,2013-10-30,2013296,9 4  3
2369,2013-10-29,2013295,3 4  2
2370,2013-10-28,2013294,1 9  8
2371,2013-10-27,2013293,9 5  6
2372,2013-10-26,2013292,0 9  3
2373,2013-10-25,2013291,6 6  7
2374,2013-10-24,2013290,3 2  3
2375,2013-10-23,2013289,7 4  0
2376,2013-10-22,2013288,7 4  8
2377,2013-10-21,2013287,2 0  0
2378,2013-10-20,2013286,1 9  2
2379,2013-10-19,2013285,1 6  5
2380,2013-10-18,2013284,1 6  9
2381,2013-10-17,2013283,5 4  7
2382,2013-10-16,2013282,8 4  6
2383,2013-10-15,2013281,0 0  5
2384,2013-10-14,2013280,1 9  4
2385,2013-10-13,2013279,4 0  9
2386,2013-10-12,2013278,1 3  4
2387,2013-10-11,2013277,3 9  3
2388,2013-10-10,2013276,9 5  4
2389,2013-10-09,2013275,2 5  0
2390,2013-10-08,2013274,6 0  0
2391,2013-10-07,2013273,5 6  8
2392,2013-10-06,2013272,3 0  9
2393,2013-10-05,2013271,3 8  5
2394,2013-10-04,2013270,2 9  5
2395,2013-10-03,2013269,1 6  6
2396,2013-10-02,2013268,4 1  4
2397,2013-10-01,2013267,0 5  1
2398,2013-09-30,2013266,5 5  2
2399,2013-09-29,2013265,3 7  3
2400,2013-09-28,2013264,7 4  8
2401,2013-09-27,2013263,6 8  1
2402,2013-09-26,2013262,6 4  3
2403,2013-09-25,2013261,2 2  7
2404,2013-09-24,2013260,6 2  6
2405,2013-09-23,2013259,4 1  3
2406,2013-09-22,2013258,0 5  5
2407,2013-09-21,2013257,3 9  8
2408,2013-09-20,2013256,5 9  8
2409,2013-09-19,2013255,2 9  5
2410,2013-09-18,2013254,9 5  6
2411,2013-09-17,2013253,6 8  3
2412,2013-09-16,2013252,5 7  3
2413,2013-09-15,2013251,7 5  3
2414,2013-09-14,2013250,9 0  4
2415,2013-09-13,2013249,3 0  7
2416,2013-09-12,2013248,1 1  5
2417,2013-09-11,2013247,5 5  9
2418,2013-09-10,2013246,9 0  6
2419,2013-09-09,2013245,7 4  2
2420,2013-09-08,2013244,3 9  3
2421,2013-09-07,2013243,3 6  1
2422,2013-09-06,2013242,5 2  8
2423,2013-09-05,2013241,7 1  8
2424,2013-09-04,2013240,5 6  9
2425,2013-09-03,2013239,0 9  1
2426,2013-09-02,2013238,1 1  7
2427,2013-09-01,2013237,8 7  4
2428,2013-08-31,2013236,7 1  4
2429,2013-08-30,2013235,6 2  5
2430,2013-08-29,2013234,8 4  6
2431,2013-08-28,2013233,3 6  7
2432,2013-08-27,2013232,4 4  1
2433,2013-08-26,2013231,4 6  8
2434,2013-08-25,2013230,9 6  2
2435,2013-08-24,2013229,0 0  3
2436,2013-08-23,2013228,4 1  0
2437,2013-08-22,2013227,4 2  7
2438,2013-08-21,2013226,5 5  0
2439,2013-08-20,2013225,8 8  4
2440,2013-08-19,2013224,5 7  9
2441,2013-08-18,2013223,8 1  1
2442,2013-08-17,2013222,2 6  0
2443,2013-08-16,2013221,9 9  9
2444,2013-08-15,2013220,6 3  0
2445,2013-08-14,2013219,2 3  2
2446,2013-08-13,2013218,1 1  2
2447,2013-08-12,2013217,9 6  5
2448,2013-08-11,2013216,3 8  3
2449,2013-08-10,2013215,1 5  7
2450,2013-08-09,2013214,8 2  6
2451,2013-08-08,2013213,6 6  0
2452,2013-08-07,2013212,0 8  2
2453,2013-08-06,2013211,7 4  9
2454,2013-08-05,2013210,1 3  9
2455,2013-08-04,2013209,9 2  8
2456,2013-08-03,2013208,0 4  4
2457,2013-08-02,2013207,4 7  3
2458,2013-08-01,2013206,4 9  3
2459,2013-07-31,2013205,7 9  8
2460,2013-07-30,2013204,5 0  6
2461,2013-07-29,2013203,3 0  0
2462,2013-07-28,2013202,6 0  3
2463,2013-07-27,2013201,4 9  8
2464,2013-07-26,2013200,5 7  3
2465,2013-07-25,2013199,8 1  4
2466,2013-07-24,2013198,5 6  6
2467,2013-07-23,2013197,1 1  5
2468,2013-07-22,2013196,1 0  0
2469,2013-07-21,2013195,3 9  8
2470,2013-07-20,2013194,8 0  6
2471,2013-07-19,2013193,4 9  3
2472,2013-07-18,2013192,1 7  0
2473,2013-07-17,2013191,3 1  5
2474,2013-07-16,2013190,7 1  9
2475,2013-07-15,2013189,0 2  6
2476,2013-07-14,2013188,0 2  0
2477,2013-07-13,2013187,1 8  8
2478,2013-07-12,2013186,1 7  0
2479,2013-07-11,2013185,9 1  6
2480,2013-07-10,2013184,4 8  7
2481,2013-07-09,2013183,6 9  3
2482,2013-07-08,2013182,9 4  4
2483,2013-07-07,2013181,2 4  8
2484,2013-07-06,2013180,6 4  2
2485,2013-07-05,2013179,3 6  8
2486,2013-07-04,2013178,9 2  7
2487,2013-07-03,2013177,1 6  9
2488,2013-07-02,2013176,3 0  7
2489,2013-07-01,2013175,1 8  5
2490,2013-06-30,2013174,7 1  4
2491,2013-06-29,2013173,5 0  6
2492,2013-06-28,2013172,4 0  6
2493,2013-06-27,2013171,8 9  0
2494,2013-06-26,2013170,1 2  8
2495,2013-06-25,2013169,3 4  4
2496,2013-06-24,2013168,5 5  6
2497,2013-06-23,2013167,2 4  2
2498,2013-06-22,2013166,0 4  2
2499,2013-06-21,2013165,3 0  0
2500,2013-06-20,2013164,7 3  2
2501,2013-06-19,2013163,1 0  4
2502,2013-06-18,2013162,2 9  2
2503,2013-06-17,2013161,5 3  7
2504,2013-06-16,2013160,2 1  0
2505,2013-06-15,2013159,0 9  8
2506,2013-06-14,2013158,6 1  3
2507,2013-06-13,2013157,3 8  3
2508,2013-06-12,2013156,7 7  5
2509,2013-06-11,2013155,2 9  6
2510,2013-06-10,2013154,3 4  9
2511,2013-06-09,2013153,2 8  8
2512,2013-06-08,2013152,1 4  9
2513,2013-06-07,2013151,9 4  3
2514,2013-06-06,2013150,7 3  6
2515,2013-06-05,2013149,4 5  2
2516,2013-06-04,2013148,8 2  5
2517,2013-06-03,2013147,8 4  3
2518,2013-06-02,2013146,4 6  4
2519,2013-06-01,2013145,3 8  9
2520,2013-05-31,2013144,8 9  0
2521,2013-05-30,2013143,0 6  0
2522,2013-05-29,2013142,9 3  0
2523,2013-05-28,2013141,7 8  2
2524,2013-05-27,2013140,5 9  2
2525,2013-05-26,2013139,9 0  7
2526,2013-05-25,2013138,5 7  9
2527,2013-05-24,2013137,6 2  7
2528,2013-05-23,2013136,2 3  1
2529,2013-05-22,2013135,8 5  0
2530,2013-05-21,2013134,2 2  8
2531,2013-05-20,2013133,3 2  9
2532,2013-05-19,2013132,1 5  5
2533,2013-05-18,2013131,7 9  8
2534,2013-05-17,2013130,9 9  1
2535,2013-05-16,2013129,0 2  0
2536,2013-05-15,2013128,8 4  9
2537,2013-05-14,2013127,6 6  7
2538,2013-05-13,2013126,4 1  0
2539,2013-05-12,2013125,5 1  0
2540,2013-05-11,2013124,9 6  3
2541,2013-05-10,2013123,8 3  2
2542,2013-05-09,2013122,4 6  5
2543,2013-05-08,2013121,0 7  3
2544,2013-05-07,2013120,5 6  9
2545,2013-05-06,2013119,4 5  1
2546,2013-05-05,2013118,3 9  3
2547,2013-05-04,2013117,8 0  8
2548,2013-05-03,2013116,4 0  7
2549,2013-05-02,2013115,9 0  1
2550,2013-05-01,2013114,1 7  1
2551,2013-04-30,2013113,8 3  6
2552,2013-04-29,2013112,9 9  6
2553,2013-04-28,2013111,4 6  6
2554,2013-04-27,2013110,4 1  8
2555,2013-04-26,2013109,1 6  7
2556,2013-04-25,2013108,3 4  3
2557,2013-04-24,2013107,9 8  5
2558,2013-04-23,2013106,4 9  2
2559,2013-04-22,2013105,4 8  4
2560,2013-04-21,2013104,0 1  4
2561,2013-04-20,2013103,2 0  3
2562,2013-04-19,2013102,5 3  6
2563,2013-04-18,2013101,9 2  1
2564,2013-04-17,2013100,3 3  8
2565,2013-04-16,2013099,4 5  0
2566,2013-04-15,2013098,7 5  9
2567,2013-04-14,2013097,7 9  2
2568,2013-04-13,2013096,0 3  9
2569,2013-04-12,2013095,2 1  5
2570,2013-04-11,2013094,0 2  8
2571,2013-04-10,2013093,7 3  7
2572,2013-04-09,2013092,6 3  2
2573,2013-04-08,2013091,1 3  7
2574,2013-04-07,2013090,9 5  5
2575,2013-04-06,2013089,1 9  2
2576,2013-04-05,2013088,3 8  1
2577,2013-04-04,2013087,0 3  4
2578,2013-04-03,2013086,8 9  5
2579,2013-04-02,2013085,6 9  3
2580,2013-04-01,2013084,7 2  1
2581,2013-03-31,2013083,6 0  2
2582,2013-03-30,2013082,2 4  9
2583,2013-03-29,2013081,8 5  7
2584,2013-03-28,2013080,4 6  6
2585,2013-03-27,2013079,7 8  0
2586,2013-03-26,2013078,0 3  2
2587,2013-03-25,2013077,1 8  4
2588,2013-03-24,2013076,1 7  4
2589,2013-03-23,2013075,6 1  7
2590,2013-03-22,2013074,2 8  8
2591,2013-03-21,2013073,2 2  2
2592,2013-03-20,2013072,8 3  1
2593,2013-03-19,2013071,3 6  0
2594,2013-03-18,2013070,2 3  5
2595,2013-03-17,2013069,1 1  5
2596,2013-03-16,2013068,7 7  0
2597,2013-03-15,2013067,8 3  2
2598,2013-03-14,2013066,0 4  1
2599,2013-03-13,2013065,3 2  8
2600,2013-03-12,2013064,1 7  6
2601,2013-03-11,2013063,6 4  1
2602,2013-03-10,2013062,6 6  9
2603,2013-03-09,2013061,6 7  5
2604,2013-03-08,2013060,5 4  9
2605,2013-03-07,2013059,2 5  1
2606,2013-03-06,2013058,0 8  2
2607,2013-03-05,2013057,2 4  3
2608,2013-03-04,2013056,1 3  9
2609,2013-03-03,2013055,4 5  6
2610,2013-03-02,2013054,4 9  7
2611,2013-03-01,2013053,5 6  4
2612,2013-02-28,2013052,5 5  6
2613,2013-02-27,2013051,6 7  6
2614,2013-02-26,2013050,5 5  6
2615,2013-02-25,2013049,6 3  6
2616,2013-02-24,2013048,2 9  0
2617,2013-02-23,2013047,7 8  4
2618,2013-02-22,2013046,9 6  6
2619,2013-02-21,2013045,0 3  9
2620,2013-02-20,2013044,3 1  8
2621,2013-02-19,2013043,5 3  6
2622,2013-02-18,2013042,4 9  6
2623,2013-02-17,2013041,8 5  1
2624,2013-02-16,2013040,5 4  9
2625,2013-02-08,2013039,6 3  9
2626,2013-02-07,2013038,6 4  0
2627,2013-02-06,2013037,3 6  4
2628,2013-02-05,2013036,6 5  8
2629,2013-02-04,2013035,6 3  2
2630,2013-02-03,2013034,3 3  0
2631,2013-02-02,2013033,2 7  7
2632,2013-02-01,2013032,8 4  9
2633,2013-01-31,2013031,7 6  2
2634,2013-01-30,2013030,7 3  2
2635,2013-01-29,2013029,1 4  9
2636,2013-01-28,2013028,1 1  3
2637,2013-01-27,2013027,3 0  8
2638,2013-01-26,2013026,8 5  7
2639,2013-01-25,2013025,5 4  0
2640,2013-01-24,2013024,2 6  8
2641,2013-01-23,2013023,8 0  7
2642,2013-01-22,2013022,2 5  0
2643,2013-01-21,2013021,9 1  8
2644,2013-01-20,2013020,9 2  9
2645,2013-01-19,2013019,8 6  6
2646,2013-01-18,2013018,3 4  7
2647,2013-01-17,2013017,3 8  0
2648,2013-01-16,2013016,0 3  8
2649,2013-01-15,2013015,2 2  8
2650,2013-01-14,2013014,4 1  7
2651,2013-01-13,2013013,9 2  2
2652,2013-01-12,2013012,6 8  8
2653,2013-01-11,2013011,2 0  9
2654,2013-01-10,2013010,6 3  2
2655,2013-01-09,2013009,9 2  1
2656,2013-01-08,2013008,5 5  6
2657,2013-01-07,2013007,1 4  7
2658,2013-01-06,2013006,4 5  7
2659,2013-01-05,2013005,6 2  2
2660,2013-01-04,2013004,7 6  0
2661,2013-01-03,2013003,1 6  6
2662,2013-01-02,2013002,6 7  0
2663,2013-01-01,2013001,2 0  3
2664,2012-12-31,2012359,3 0  9
2665,2012-12-30,2012358,5 5  4
2666,2012-12-29,2012357,1 9  4
2667,2012-12-28,2012356,5 4  6
2668,2012-12-27,2012355,6 3  6
2669,2012-12-26,2012354,7 7  9
2670,2012-12-25,2012353,8 2  3
2671,2012-12-24,2012352,1 2  3
2672,2012-12-23,2012351,0 3  5
2673,2012-12-22,2012350,6 7  6
2674,2012-12-21,2012349,2 6  6
2675,2012-12-20,2012348,8 5  1
2676,2012-12-19,2012347,5 7  6
2677,2012-12-18,2012346,9 9  2
2678,2012-12-17,2012345,8 9  6
2679,2012-12-16,2012344,2 9  3
2680,2012-12-15,2012343,2 9  6
2681,2012-12-14,2012342,3 7  3
2682,2012-12-13,2012341,2 0  4
2683,2012-12-12,2012340,0 4  6
2684,2012-12-11,2012339,2 9  4
2685,2012-12-10,2012338,0 9  7
2686,2012-12-09,2012337,5 7  6
2687,2012-12-08,2012336,2 5  0
2688,2012-12-07,2012335,4 9  3
2689,2012-12-06,2012334,0 0  6
2690,2012-12-05,2012333,7 4  4
2691,2012-12-04,2012332,5 2  3
2692,2012-12-03,2012331,3 8  2
2693,2012-12-02,2012330,5 3  4
2694,2012-12-01,2012329,5 9  5
2695,2012-11-30,2012328,6 4  4
2696,2012-11-29,2012327,3 1  0
2697,2012-11-28,2012326,8 1  4
2698,2012-11-27,2012325,6 5  6
2699,2012-11-26,2012324,1 1  4
2700,2012-11-25,2012323,8 8  9
2701,2012-11-24,2012322,5 2  4
2702,2012-11-23,2012321,9 3  6
2703,2012-11-22,2012320,4 2  8
2704,2012-11-21,2012319,2 8  6
2705,2012-11-20,2012318,1 1  0
2706,2012-11-19,2012317,3 1  5
2707,2012-11-18,2012316,7 0  9
2708,2012-11-17,2012315,3 7  1
2709,2012-11-16,2012314,1 8  1
2710,2012-11-15,2012313,7 4  3
2711,2012-11-14,2012312,8 3  1
2712,2012-11-13,2012311,7 4  3
2713,2012-11-12,2012310,8 9  9
2714,2012-11-11,2012309,0 7  1
2715,2012-11-10,2012308,9 2  1
2716,2012-11-09,2012307,9 7  4
2717,2012-11-08,2012306,0 5  7
2718,2012-11-07,2012305,0 4  2
2719,2012-11-06,2012304,1 5  0
2720,2012-11-05,2012303,7 6  4
2721,2012-11-04,2012302,3 1  7
2722,2012-11-03,2012301,7 0  6
2723,2012-11-02,2012300,5 3  9
2724,2012-11-01,2012299,9 2  5
2725,2012-10-31,2012298,4 0  8
2726,2012-10-30,2012297,1 5  6
2727,2012-10-29,2012296,4 0  7
2728,2012-10-28,2012295,1 0  3
2729,2012-10-27,2012294,0 0  5
2730,2012-10-26,2012293,0 6  1
2731,2012-10-25,2012292,6 4  6
2732,2012-10-24,2012291,1 9  9
2733,2012-10-23,2012290,0 9  9
2734,2012-10-22,2012289,0 3  4
2735,2012-10-21,2012288,0 9  4
2736,2012-10-20,2012287,2 7  1
2737,2012-10-19,2012286,3 0  4
2738,2012-10-18,2012285,9 9  7
2739,2012-10-17,2012284,7 5  6
2740,2012-10-16,2012283,1 6  6
2741,2012-10-15,2012282,8 6  6
2742,2012-10-14,2012281,4 3  8
2743,2012-10-13,2012280,7 1  8
2744,2012-10-12,2012279,5 3  8
2745,2012-10-11,2012278,0 2  1
2746,2012-10-10,2012277,9 9  4
2747,2012-10-09,2012276,4 6  8
2748,2012-10-08,2012275,4 4  7
2749,2012-10-07,2012274,2 6  7
2750,2012-10-06,2012273,6 6  7
2751,2012-10-05,2012272,9 8  9
2752,2012-10-04,2012271,1 4  0
2753,2012-10-03,2012270,9 9  2
2754,2012-10-02,2012269,6 2  5
2755,2012-10-01,2012268,3 3  9
2756,2012-09-30,2012267,3 4  3
2757,2012-09-29,2012266,1 8  1
2758,2012-09-28,2012265,4 1  9
2759,2012-09-27,2012264,7 9  7
2760,2012-09-26,2012263,7 9  9
2761,2012-09-25,2012262,8 6  9
2762,2012-09-24,2012261,4 0  1
2763,2012-09-23,2012260,4 4  2
2764,2012-09-22,2012259,3 4  0
2765,2012-09-21,2012258,9 1  3
2766,2012-09-20,2012257,7 7  3
2767,2012-09-19,2012256,6 9  4
2768,2012-09-18,2012255,1 3  2
2769,2012-09-17,2012254,2 0  3
2770,2012-09-16,2012253,4 6  6
2771,2012-09-15,2012252,6 7  0
2772,2012-09-14,2012251,1 9  5
2773,2012-09-13,2012250,0 2  3
2774,2012-09-12,2012249,4 1  2
2775,2012-09-11,2012248,6 9  0
2776,2012-09-10,2012247,5 1  4
2777,2012-09-09,2012246,5 7  8
2778,2012-09-08,2012245,7 4  9
2779,2012-09-07,2012244,9 3  6
2780,2012-09-06,2012243,2 3  7
2781,2012-09-05,2012242,5 7  2
2782,2012-09-04,2012241,2 4  7
2783,2012-09-03,2012240,1 6  7
2784,2012-09-02,2012239,8 1  0
2785,2012-09-01,2012238,3 0  7
2786,2012-08-31,2012237,7 3  9
2787,2012-08-30,2012236,3 3  2
2788,2012-08-29,2012235,4 2  2
2789,2012-08-28,2012234,4 1  8
2790,2012-08-27,2012233,8 9  7
2791,2012-08-26,2012232,7 0  8
2792,2012-08-25,2012231,9 0  8
2793,2012-08-24,2012230,3 3  3
2794,2012-08-23,2012229,1 4  9
2795,2012-08-22,2012228,1 0  8
2796,2012-08-21,2012227,4 8  5
2797,2012-08-20,2012226,8 7  9
2798,2012-08-19,2012225,6 5  2
2799,2012-08-18,2012224,5 7  3
2800,2012-08-17,2012223,0 9  3
2801,2012-08-16,2012222,0 9  9
2802,2012-08-15,2012221,3 5  1
2803,2012-08-14,2012220,0 9  8
2804,2012-08-13,2012219,1 5  2
2805,2012-08-12,2012218,5 6  5
2806,2012-08-11,2012217,2 5  3
2807,2012-08-10,2012216,8 7  3
2808,2012-08-09,2012215,2 8  4
2809,2012-08-08,2012214,9 6  5
2810,2012-08-07,2012213,2 9  7
2811,2012-08-06,2012212,5 4  7
2812,2012-08-05,2012211,8 4  3
2813,2012-08-04,2012210,3 9  3
2814,2012-08-03,2012209,6 4  1
2815,2012-08-02,2012208,6 1  3
2816,2012-08-01,2012207,0 3  0
2817,2012-07-31,2012206,2 6  5
2818,2012-07-30,2012205,2 9  5
2819,2012-07-29,2012204,1 0  8
2820,2012-07-28,2012203,5 8  3
2821,2012-07-27,2012202,3 9  8
2822,2012-07-26,2012201,8 0  3
2823,2012-07-25,2012200,6 3  2
2824,2012-07-24,2012199,5 0  3
2825,2012-07-23,2012198,6 1  9
2826,2012-07-22,2012197,6 3  9
2827,2012-07-21,2012196,8 7  7
2828,2012-07-20,2012195,6 2  6
2829,2012-07-19,2012194,3 4  6
2830,2012-07-18,2012193,9 4  4
2831,2012-07-17,2012192,9 2  8
2832,2012-07-16,2012191,5 5  8
2833,2012-07-15,2012190,9 6  4
2834,2012-07-14,2012189,0 8  3
2835,2012-07-13,2012188,2 5  2
2836,2012-07-12,2012187,4 8  4
2837,2012-07-11,2012186,2 4  7
2838,2012-07-10,2012185,3 0  9
2839,2012-07-09,2012184,9 2  1
2840,2012-07-08,2012183,2 4  5
2841,2012-07-07,2012182,8 6  1
2842,2012-07-06,2012181,8 4  7
2843,2012-07-05,2012180,2 7  7
